,test/r1_i2t,test/r5_i2t,test/r10_i2t,test/r_i2t,test/r1_t2i,test/r5_t2i,test/r10_t2i,test/r_t2i,test/r_all,eval memory,gflops,sample/sec,algo,model,epoch
0,74.92,92.84,96.38,264.14,55.90563774490204,81.05957616953219,88.26469412235106,225.22990803678528,489.36990803678526,0.7700751010976318,41.487277056,58.20554750975304,PiToMe,BLIP,
0,75.82,93.48,96.58,265.88,56.81327469012395,81.67532986805278,88.72451019592162,227.21311475409837,493.09311475409834,0.8769497400346612,47.72971008,54.6429811349831,PiToMe,BLIP,
0,59.9,82.32,88.74,230.95999999999998,44.98200719712115,71.82327069172331,80.81967213114754,197.624950019992,428.584950019992,0.6022530329289425,32.017910784,65.24678120464276,ToMe,BLIP,
0,63.92,85.6,91.62,241.14,48.10075969612155,74.25029988004798,82.66293482606957,205.0139944022391,446.15399440223905,0.6786539572501431,36.280856064,62.23308186462035,ToMe,BLIP,
0,67.92,88.98,94.06,250.96,50.61575369852059,76.47740903638545,84.58216713314674,211.67532986805278,462.6353298680528,0.7700751010976318,41.487277056,58.7707330542222,ToMe,BLIP,
0,71.56,90.94,95.18,257.68,52.85885645741703,78.38464614154339,86.18952419032387,217.43302678928427,475.11302678928433,0.8769497400346612,47.72971008,54.92717447778238,ToMe,BLIP,
0,41.66,67.78,76.34,185.78,31.0515793682527,56.10955617752899,66.95721711315474,154.11835265893643,339.8983526589364,0.6022530329289425,32.017910784,60.86527506343018,dct,BLIP,
0,48.04,73.58,81.26,202.88,35.405837664934026,61.11155537784886,71.31547381047581,167.83286685325868,370.7128668532587,0.6786539572501431,36.280856064,57.91236137049277,dct,BLIP,
0,51.7,77.52,84.96,214.18,37.57696921231507,63.990403838464616,74.07437025189924,175.64174330267892,389.8217433026789,0.7700751010976318,41.487277056,54.33521133770603,dct,BLIP,
0,56.24,80.46,87.66,224.35999999999999,40.635745701719316,66.92522990803678,76.9452219112355,184.5061975209916,408.8661975209916,0.8769497400346612,47.72971008,50.51113029030094,dct,BLIP,
0,75.78,93.8,96.62,266.2,57.313074770091966,81.83926429428229,88.91243502598961,228.06477409036387,494.2647740903639,1.0,55.14384384,52.02560752462899,none,BLIP,
0,75.78,93.8,96.62,266.2,57.313074770091966,81.83926429428229,88.91243502598961,228.06477409036387,494.2647740903639,1.0,55.14384384,52.06561138157475,none,BLIP,
0,75.78,93.8,96.62,266.2,57.313074770091966,81.83926429428229,88.91243502598961,228.06477409036387,494.2647740903639,1.0,55.14384384,51.92972470702789,none,BLIP,
0,75.78,93.8,96.62,266.2,57.313074770091966,81.83926429428229,88.91243502598961,228.06477409036387,494.2647740903639,1.0,55.14384384,52.022746595881436,none,BLIP,
0,41.2,70.6,80.76,192.56,36.249500199920035,63.74250299880048,74.6141543382647,174.60615753698522,367.1661575369852,0.25800098473658295,168.93665536,30.74442861024848,PiToMe,BLIP2,0.0
0,61.52,86.88,93.08,241.48000000000002,52.02319072371051,78.89244302279089,86.64134346261496,217.55697720911633,459.03697720911634,0.33208347536264804,217.65246976,25.745589359308163,PiToMe,BLIP2,0.0
0,70.28,92.36,96.6,259.24,60.09196321471411,84.15833666533386,90.671731307477,234.92203118752496,494.162031187525,0.45161534674090104,296.93587968,20.29272470589729,PiToMe,BLIP2,0.0
0,73.48,94.04,97.34,264.86,62.762894842063176,85.79768092762895,91.68332666933227,240.2439024390244,505.1039024390244,0.6548877021550581,434.503587584,14.745973861126664,PiToMe,BLIP2,0.0
0,37.14,65.52,76.4,179.06,35.209916033586566,62.57896841263494,73.35865653738504,171.14754098360658,350.2075409836066,0.25800098473658295,168.93665536,30.69241219723186,ToMe,BLIP2,0.0
0,57.82,85.44,92.6,235.85999999999999,51.44742103158737,78.04078368652539,86.33346661335466,215.8216713314674,451.68167133146744,0.33208347536264804,217.65246976,25.837547452831686,ToMe,BLIP2,0.0
0,67.38,91.36,95.84,254.58,58.64854058376649,83.39464214314275,90.2359056377449,232.27908836465414,486.85908836465416,0.45161534674090104,296.93587968,20.33584477681891,ToMe,BLIP2,0.0
0,72.46,93.88,96.98,263.32,61.96321471411436,85.29788084766093,91.37145141943223,238.6325469812075,501.95254698120755,0.6548877021550581,434.503587584,14.805659269023932,ToMe,BLIP2,0.0
0,7.8,20.6,28.66,57.06,9.948020791683327,22.898840463814473,30.38784486205518,63.234706117552975,120.29470611755298,0.25800098473658295,168.93665536,27.963358393646807,dct,BLIP2,0.0
0,22.08,44.54,55.7,122.32000000000001,22.958816473410636,45.43382646941223,56.149540183926426,124.54218312674931,246.8621831267493,0.33208347536264804,217.65246976,23.156367809351217,dct,BLIP2,0.0
0,54.34,81.48,89.26,225.07999999999998,48.03678528588564,74.71811275489804,83.69052379048381,206.44542183126748,431.5254218312674,0.45161534674090104,296.93587968,18.095763519301702,dct,BLIP2,0.0
0,68.96,91.2,95.86,256.02,59.26029588164734,83.55057976809276,90.03198720511796,232.84286285485805,488.862862854858,0.6548877021550581,434.503587584,13.03936086698061,dct,BLIP2,0.0
0,74.34,94.26,97.42,266.02000000000004,63.514594162335065,86.08156737305077,91.84726109556178,241.44342263094762,507.46342263094766,1.0,678.451488,10.089823160755403,none,BLIP2,0.0
0,74.34,94.26,97.42,266.02000000000004,63.514594162335065,86.08156737305077,91.84726109556178,241.44342263094762,507.46342263094766,1.0,678.451488,10.095768615754448,none,BLIP2,0.0
0,74.34,94.26,97.42,266.02000000000004,63.514594162335065,86.08156737305077,91.84726109556178,241.44342263094762,507.46342263094766,1.0,678.451488,10.10083897089197,none,BLIP2,0.0
0,74.34,94.26,97.42,266.02000000000004,63.514594162335065,86.08156737305077,91.84726109556178,241.44342263094762,507.46342263094766,1.0,678.451488,10.091923629018378,none,BLIP2,0.0
