,flops,loss,acc1,acc5,algo,model,usr_k
0,47.22883605957031,0.9706579938739703,79.69287794577012,94.9166004765687,ToMe,ViT-H-14,False
0,60.904502868652344,0.7859263386020213,83.30787560365897,96.6619824443494,ToMe,ViT-H-14,False
0,82.29314422607422,0.6796411804420314,85.30376163480413,97.49903260626057,ToMe,ViT-H-14,False
0,116.78301239013672,0.6132867352393055,86.47278059541065,97.89820981242744,ToMe,ViT-H-14,False
0,22.05227279663086,1.0268118011714504,80.61139284363371,95.43186493146779,ToMe,ViT-L-16,False
0,27.645620346069336,0.8557597831372292,83.0777377242826,96.6416162603613,ToMe,ViT-L-16,False
0,35.51128005981445,0.74698933917251,84.69888597004662,97.14058776806989,ToMe,ViT-L-16,False
0,47.03550720214844,0.6801544805426052,85.50946009246248,97.48273965907008,ToMe,ViT-L-16,False
0,9.567378997802734,0.8545361483726334,81.18164599530068,95.48685362823568,ToMe,ViT-B-16,False
0,11.107876777648926,0.801747875013193,82.39139732419419,95.98786175434309,ToMe,ViT-B-16,False
0,12.951247215270996,0.7644242195381563,82.95961385746234,96.23429258059917,ToMe,ViT-B-16,False
0,15.205900192260742,0.7389133039263492,83.54615995631981,96.42777132848619,ToMe,ViT-B-16,False
0,112.64968872070312,0.6287645824027784,86.38927924074866,97.83507464206431,ToMe,ViT-H-14,True
0,80.64356994628906,0.952518748961275,82.44231278416446,96.50719944603979,ToMe,ViT-H-14,True
0,64.3762435913086,4.157020497570678,54.442883037549194,71.002627238356,ToMe,ViT-H-14,True
0,53.518310546875,5.425419615471779,22.13600537680853,36.62043542916905,ToMe,ViT-H-14,True
0,45.64827346801758,0.6917330792125796,85.44021506690291,97.45422700148673,ToMe,ViT-L-16,True
0,37.81508255004883,0.7788894956062966,84.38524673631902,97.19761308323659,ToMe,ViT-L-16,True
0,26.73089027404785,1.6693671509045738,79.65621881459153,94.47058104722917,ToMe,ViT-L-16,True
0,24.030603408813477,2.016360455594105,75.01883872049976,90.16109651534592,ToMe,ViT-L-16,True
0,14.592979431152344,0.7450398942300884,83.31194884045658,96.4114783812957,ToMe,ViT-B-16,True
0,12.834078788757324,0.7720386465254573,82.78650129356345,96.18541373902772,ToMe,ViT-B-16,True
0,10.51683235168457,0.8401945057968706,81.56249363587827,95.71902812570009,ToMe,ViT-B-16,True
0,9.370189666748047,0.9038489920458291,80.31608317580617,95.14877497403312,ToMe,ViT-B-16,True
